Code,LocalAuthority,Year,Indicator,Numerator,Denominator
C&L05b,East Ayrshire,2021-24,0.83,,
C&L05b,East Dunbartonshire,2010-14,0.82,,
C&L05b,East Dunbartonshire,2012-15,0.83,,
C&L05b,East Dunbartonshire,2013-16,0.83,,
C&L05b,East Dunbartonshire,2014-17,0.83,,
C&L05b,East Dunbartonshire,2015-18,0.85,,
C&L05b,East Dunbartonshire,2016-19,0.83,,
C&L05b,East Dunbartonshire,2017-20,0.84,,
C&L05b,East Dunbartonshire,2018-21,0.86,,
C&L05b,East Dunbartonshire,2019-22,0.9,,
C&L05b,East Dunbartonshire,2020-23,0.88,,
C&L05b,East Dunbartonshire,2021-24,0.81,,
C&L05b,East Lothian,2010-14,0.93,,
C&L05b,East Lothian,2012-15,0.91,,
C&L05b,East Lothian,2013-16,0.9,,
C&L05b,East Lothian,2014-17,0.87,,
C&L05b,East Lothian,2015-18,0.89,,
C&L05b,East Lothian,2016-19,0.85,,
C&L05b,East Lothian,2017-20,0.87,,
C&L05b,East Lothian,2018-21,0.9,,
C&L05b,East Lothian,2019-22,0.93,,
C&L05b,East Lothian,2020-23,0.93,,
C&L05b,East Lothian,2021-24,0.89,,
C&L05b,East Renfrewshire,2010-14,0.9,,
C&L05b,East Renfrewshire,2012-15,0.89,,
C&L05b,East Renfrewshire,2013-16,0.89,,
C&L05b,East Renfrewshire,2014-17,0.86,,
C&L05b,East Renfrewshire,2015-18,0.86,,
C&L05b,East Renfrewshire,2016-19,0.87,,
C&L05b,East Renfrewshire,2017-20,0.91,,
C&L05b,East Renfrewshire,2018-21,0.94,,
C&L05b,East Renfrewshire,2019-22,0.92,,
C&L05b,East Renfrewshire,2020-23,0.9,,
C&L05b,East Renfrewshire,2021-24,0.88,,
C&L05b,Edinburgh City,2010-14,0.91,,
C&L05b,Edinburgh City,2012-15,0.93,,
C&L05b,Edinburgh City,2013-16,0.91,,
C&L05b,Edinburgh City,2014-17,0.91,,
C&L05b,Edinburgh City,2015-18,0.9,,
C&L05b,Edinburgh City,2016-19,0.89,,
C&L05b,Edinburgh City,2017-20,0.89,,
C&L05b,Edinburgh City,2018-21,0.91,,
C&L05b,Edinburgh City,2019-22,0.92,,
C&L05b,Edinburgh City,2020-23,0.92,,
C&L05b,Edinburgh City,2021-24,0.88,,
C&L05b,Eilean Siar,2010-14,0.82,,
C&L05b,Eilean Siar,2012-15,0.78,,
C&L05b,Eilean Siar,2013-16,0.79,,
C&L05b,Eilean Siar,2014-17,0.79,,
C&L05b,Eilean Siar,2015-18,0.7,,
C&L05b,Eilean Siar,2016-19,0.55,,
C&L05b,Eilean Siar,2017-20,0.38,,
C&L05b,Eilean Siar,2018-21,0.51,,
C&L05b,Eilean Siar,2019-22,0.7,,
C&L05b,Eilean Siar,2020-23,0.85,,
C&L05b,Eilean Siar,2021-24,0.83,,
C&L05b,Falkirk,2010-14,0.81,,
C&L05b,Falkirk,2012-15,0.84,,
C&L05b,Falkirk,2013-16,0.89,,
C&L05b,Falkirk,2014-17,0.91,,
C&L05b,Falkirk,2015-18,0.89,,
C&L05b,Falkirk,2016-19,0.82,,
C&L05b,Falkirk,2017-20,0.8,,
C&L05b,Falkirk,2018-21,0.79,,
C&L05b,Falkirk,2019-22,0.86,,
C&L05b,Falkirk,2020-23,0.87,,
C&L05b,Falkirk,2021-24,0.89,,
C&L05b,Fife,2010-14,0.84,,
C&L05b,Fife,2012-15,0.84,,
C&L05b,Fife,2013-16,0.85,,
C&L05b,Fife,2014-17,0.86,,
C&L05b,Fife,2015-18,0.88,,
C&L05b,Fife,2016-19,0.86,,
C&L05b,Fife,2017-20,0.86,,
C&L05b,Fife,2018-21,0.87,,
C&L05b,Fife,2019-22,0.9,,
C&L05b,Fife,2020-23,0.88,,
C&L05b,Fife,2021-24,0.85,,
C&L05b,Glasgow City,2010-14,0.86,,
C&L05b,Glasgow City,2012-15,0.84,,
C&L05b,Glasgow City,2013-16,0.84,,
C&L05b,Glasgow City,2014-17,0.84,,
C&L05b,Glasgow City,2015-18,0.86,,
C&L05b,Glasgow City,2016-19,0.87,,
C&L05b,Glasgow City,2017-20,0.86,,
C&L05b,Glasgow City,2018-21,0.88,,
C&L05b,Glasgow City,2019-22,0.88,,
C&L05b,Glasgow City,2020-23,0.85,,
C&L05b,Glasgow City,2021-24,0.82,,
C&L05b,Highland,2010-14,0.85,,
C&L05b,Highland,2012-15,0.88,,
C&L05b,Highland,2013-16,0.88,,
C&L05b,Highland,2014-17,0.88,,
C&L05b,Highland,2015-18,0.84,,
C&L05b,Highland,2016-19,0.79,,
C&L05b,Highland,2017-20,0.72,,
C&L05b,Highland,2018-21,0.75,,
C&L05b,Highland,2019-22,0.79,,
C&L05b,Highland,2020-23,0.82,,
C&L05b,Highland,2021-24,0.8,,
C&L05b,Inverclyde,2010-14,0.83,,
C&L05b,Inverclyde,2012-15,0.84,,
C&L05b,Inverclyde,2013-16,0.85,,
C&L05b,Inverclyde,2014-17,0.88,,
C&L05b,Inverclyde,2015-18,0.88,,
C&L05b,Inverclyde,2016-19,0.88,,
C&L05b,Inverclyde,2017-20,0.88,,
C&L05b,Inverclyde,2018-21,0.86,,
C&L05b,Inverclyde,2019-22,0.87,,
C&L05b,Inverclyde,2020-23,0.88,,
C&L05b,Inverclyde,2021-24,0.9,,
C&L05b,Midlothian,2010-14,0.83,,
C&L05b,Midlothian,2012-15,0.84,,
C&L05b,Midlothian,2013-16,0.79,,
C&L05b,Midlothian,2014-17,0.78,,
C&L05b,Midlothian,2015-18,0.79,,
C&L05b,Midlothian,2016-19,0.85,,
C&L05b,Midlothian,2017-20,0.81,,
C&L05b,Midlothian,2018-21,0.83,,
C&L05b,Midlothian,2019-22,0.83,,
C&L05b,Midlothian,2020-23,0.85,,
C&L05b,Midlothian,2021-24,0.85,,
C&L05b,Moray,2010-14,0.9,,
C&L05b,Moray,2012-15,0.93,,
C&L05b,Moray,2013-16,0.9,,
C&L05b,Moray,2014-17,0.88,,
C&L05b,Moray,2015-18,0.83,,
C&L05b,Moray,2016-19,0.85,,
C&L05b,Moray,2017-20,0.82,,
C&L05b,Moray,2018-21,0.85,,
C&L05b,Moray,2019-22,0.86,,
C&L05b,Moray,2020-23,0.86,,
C&L05b,Moray,2021-24,0.85,,
C&L05b,North Ayrshire,2010-14,0.86,,
C&L05b,North Ayrshire,2012-15,0.9,,
C&L05b,North Ayrshire,2013-16,0.85,,
C&L05b,North Ayrshire,2014-17,0.81,,
C&L05b,North Ayrshire,2015-18,0.78,,
C&L05b,North Ayrshire,2016-19,0.79,,
C&L05b,North Ayrshire,2017-20,0.83,,
C&L05b,North Ayrshire,2018-21,0.83,,
C&L05b,North Ayrshire,2019-22,0.84,,
C&L05b,North Ayrshire,2020-23,0.81,,
C&L05b,North Ayrshire,2021-24,0.81,,
C&L05b,North Lanarkshire,2010-14,0.79,,
C&L05b,North Lanarkshire,2012-15,0.81,,
C&L05b,North Lanarkshire,2013-16,0.81,,
C&L05b,North Lanarkshire,2014-17,0.8,,
C&L05b,North Lanarkshire,2015-18,0.79,,
C&L05b,North Lanarkshire,2016-19,0.77,,
C&L05b,North Lanarkshire,2017-20,0.74,,
C&L05b,North Lanarkshire,2018-21,0.76,,
C&L05b,North Lanarkshire,2019-22,0.79,,
C&L05b,North Lanarkshire,2020-23,0.81,,
C&L05b,North Lanarkshire,2021-24,0.79,,
C&L05b,Orkney Islands,2010-14,0.91,,
C&L05b,Orkney Islands,2012-15,0.91,,
C&L05b,Orkney Islands,2013-16,0.91,,
C&L05b,Orkney Islands,2014-17,0.9,,
C&L05b,Orkney Islands,2015-18,0.88,,
C&L05b,Orkney Islands,2016-19,0.78,,
C&L05b,Orkney Islands,2017-20,0.73,,
C&L05b,Orkney Islands,2018-21,0.74,,
C&L05b,Orkney Islands,2019-22,0.82,,
C&L05b,Orkney Islands,2020-23,0.83,,
C&L05b,Orkney Islands,2021-24,0.81,,
C&L05b,Perth & Kinross,2010-14,0.9,,
C&L05b,Perth & Kinross,2012-15,0.92,,
C&L05b,Perth & Kinross,2013-16,0.92,,
C&L05b,Perth & Kinross,2014-17,0.93,,
C&L05b,Perth & Kinross,2015-18,0.92,,
C&L05b,Perth & Kinross,2016-19,0.92,,
C&L05b,Perth & Kinross,2017-20,0.88,,
C&L05b,Perth & Kinross,2018-21,0.89,,
C&L05b,Perth & Kinross,2019-22,0.9,,
C&L05b,Perth & Kinross,2020-23,0.91,,
C&L05b,Perth & Kinross,2021-24,0.9,,
C&L05b,Renfrewshire,2010-14,0.81,,
C&L05b,Renfrewshire,2012-15,0.84,,
C&L05b,Renfrewshire,2013-16,0.83,,
C&L05b,Renfrewshire,2014-17,0.85,,
C&L05b,Renfrewshire,2015-18,0.84,,
C&L05b,Renfrewshire,2016-19,0.85,,
C&L05b,Renfrewshire,2017-20,0.84,,
C&L05b,Renfrewshire,2018-21,0.88,,
C&L05b,Renfrewshire,2019-22,0.88,,
C&L05b,Renfrewshire,2020-23,0.87,,
C&L05b,Renfrewshire,2021-24,0.84,,
C&L05b,Scottish Borders,2010-14,0.8,,
C&L05b,Scottish Borders,2012-15,0.77,,
C&L05b,Scottish Borders,2013-16,0.74,,
C&L05b,Scottish Borders,2014-17,0.75,,
C&L05b,Scottish Borders,2015-18,0.75,,
C&L05b,Scottish Borders,2016-19,0.78,,
C&L05b,Scottish Borders,2017-20,0.78,,
C&L05b,Scottish Borders,2018-21,0.8,,
C&L05b,Scottish Borders,2019-22,0.83,,
C&L05b,Scottish Borders,2020-23,0.85,,
C&L05b,Scottish Borders,2021-24,0.87,,
C&L05b,Shetland Islands,2010-14,0.94,,
C&L05b,Shetland Islands,2012-15,0.95,,
C&L05b,Shetland Islands,2013-16,0.93,,
C&L05b,Shetland Islands,2014-17,0.92,,
C&L05b,Shetland Islands,2015-18,0.92,,
C&L05b,Shetland Islands,2016-19,0.91,,
C&L05b,Shetland Islands,2017-20,0.9,,
C&L05b,Shetland Islands,2018-21,0.93,,
C&L05b,Shetland Islands,2019-22,0.95,,
C&L05b,Shetland Islands,2020-23,0.95,,
C&L05b,Shetland Islands,2021-24,0.91,,
C&L05b,South Ayrshire,2010-14,0.87,,
C&L05b,South Ayrshire,2012-15,0.88,,
C&L05b,South Ayrshire,2013-16,0.9,,
C&L05b,South Ayrshire,2014-17,0.91,,
C&L05b,South Ayrshire,2015-18,0.93,,
C&L05b,South Ayrshire,2016-19,0.92,,
C&L05b,South Ayrshire,2017-20,0.91,,
C&L05b,South Ayrshire,2018-21,0.93,,
C&L05b,South Ayrshire,2019-22,0.93,,
C&L05b,South Ayrshire,2020-23,0.9,,
C&L05b,South Ayrshire,2021-24,0.87,,
C&L05b,South Lanarkshire,2010-14,0.75,,
C&L05b,South Lanarkshire,2012-15,0.75,,
C&L05b,South Lanarkshire,2013-16,0.76,,
C&L05b,South Lanarkshire,2014-17,0.79,,
C&L05b,South Lanarkshire,2015-18,0.8,,
C&L05b,South Lanarkshire,2016-19,0.8,,
C&L05b,South Lanarkshire,2017-20,0.77,,
C&L05b,South Lanarkshire,2018-21,0.79,,
C&L05b,South Lanarkshire,2019-22,0.83,,
C&L05b,South Lanarkshire,2020-23,0.87,,
C&L05b,South Lanarkshire,2021-24,0.86,,
C&L05b,Stirling,2010-14,0.91,,
C&L05b,Stirling,2012-15,0.94,,
C&L05b,Stirling,2013-16,0.92,,
C&L05b,Stirling,2014-17,0.91,,
C&L05b,Stirling,2015-18,0.89,,
C&L05b,Stirling,2016-19,0.86,,
C&L05b,Stirling,2017-20,0.87,,
C&L05b,Stirling,2018-21,0.91,,
C&L05b,Stirling,2019-22,0.94,,
C&L05b,Stirling,2020-23,0.93,,
C&L05b,Stirling,2021-24,0.89,,
C&L05b,West Dunbartonshire,2010-14,0.83,,
C&L05b,West Dunbartonshire,2012-15,0.86,,
C&L05b,West Dunbartonshire,2013-16,0.89,,
C&L05b,West Dunbartonshire,2014-17,0.89,,
C&L05b,West Dunbartonshire,2015-18,0.9,,
C&L05b,West Dunbartonshire,2016-19,0.89,,
C&L05b,West Dunbartonshire,2017-20,0.87,,
C&L05b,West Dunbartonshire,2018-21,0.88,,
C&L05b,West Dunbartonshire,2019-22,0.87,,
C&L05b,West Dunbartonshire,2020-23,0.88,,
C&L05b,West Dunbartonshire,2021-24,0.86,,
C&L05b,West Lothian,2010-14,0.85,,
C&L05b,West Lothian,2012-15,0.89,,
C&L05b,West Lothian,2013-16,0.9,,
C&L05b,West Lothian,2014-17,0.92,,
C&L05b,West Lothian,2015-18,0.87,,
C&L05b,West Lothian,2016-19,0.81,,
C&L05b,West Lothian,2017-20,0.8,,
C&L05b,West Lothian,2018-21,0.82,,
C&L05b,West Lothian,2019-22,0.86,,
C&L05b,West Lothian,2020-23,0.86,,
C&L05b,West Lothian,2021-24,0.87,,
C&L05c,Aberdeen City,2010-14,0.73,,
C&L05c,Aberdeen City,2012-15,0.71,,
C&L05c,Aberdeen City,2013-16,0.69,,
C&L05c,Aberdeen City,2014-17,0.68,,
C&L05c,Aberdeen City,2015-18,0.68,,
C&L05c,Aberdeen City,2016-19,0.67,,
C&L05c,Aberdeen City,2017-20,0.68,,
C&L05c,Aberdeen City,2018-21,0.7,,
C&L05c,Aberdeen City,2019-22,0.77,,
C&L05c,Aberdeen City,2020-23,0.79,,
C&L05c,Aberdeen City,2021-24,0.77,,
C&L05c,Aberdeenshire,2010-14,0.62,,
C&L05c,Aberdeenshire,2012-15,0.59,,
C&L05c,Aberdeenshire,2013-16,0.6,,
C&L05c,Aberdeenshire,2014-17,0.6,,
C&L05c,Aberdeenshire,2015-18,0.63,,
C&L05c,Aberdeenshire,2016-19,0.63,,
C&L05c,Aberdeenshire,2017-20,0.66,,
C&L05c,Aberdeenshire,2018-21,0.66,,
C&L05c,Aberdeenshire,2019-22,0.63,,
C&L05c,Aberdeenshire,2020-23,0.6,,
C&L05c,Aberdeenshire,2021-24,0.59,,
C&L05c,Angus,2010-14,0.62,,
C&L05c,Angus,2012-15,0.63,,
C&L05c,Angus,2013-16,0.67,,
C&L05c,Angus,2014-17,0.7,,
C&L05c,Angus,2015-18,0.7,,
C&L05c,Angus,2016-19,0.66,,
C&L05c,Angus,2017-20,0.62,,
C&L05c,Angus,2018-21,0.61,,
C&L05c,Angus,2019-22,0.72,,
C&L05c,Angus,2020-23,0.7,,
C&L05c,Angus,2021-24,0.66,,
C&L05c,Argyll & Bute,2010-14,0.44,,
C&L05c,Argyll & Bute,2012-15,0.43,,
C&L05c,Argyll & Bute,2013-16,0.46,,
C&L05c,Argyll & Bute,2014-17,0.49,,
C&L05c,Argyll & Bute,2015-18,0.54,,
C&L05c,Argyll & Bute,2016-19,0.59,,
C&L05c,Argyll & Bute,2017-20,0.59,,
C&L05c,Argyll & Bute,2018-21,0.56,,
C&L05c,Argyll & Bute,2019-22,0.57,,
C&L05c,Argyll & Bute,2020-23,0.64,,
C&L05c,Argyll & Bute,2021-24,0.7,,
C&L05c,Clackmannanshire,2010-14,0.53,,
C&L05c,Clackmannanshire,2012-15,0.6,,
C&L05c,Clackmannanshire,2013-16,0.61,,
C&L05c,Clackmannanshire,2014-17,0.57,,
C&L05c,Clackmannanshire,2015-18,0.5,,
C&L05c,Clackmannanshire,2016-19,0.42,,
C&L05c,Clackmannanshire,2017-20,0.5,,
C&L05c,Clackmannanshire,2018-21,0.48,,
C&L05c,Clackmannanshire,2019-22,0.5,,
C&L05c,Clackmannanshire,2020-23,0.41,,
C&L05c,Clackmannanshire,2021-24,0.42,,
C&L05c,Dumfries & Galloway,2010-14,0.67,,
C&L05c,Dumfries & Galloway,2012-15,0.65,,
C&L05c,Dumfries & Galloway,2013-16,0.67,,
C&L05c,Dumfries & Galloway,2014-17,0.6,,
C&L05c,Dumfries & Galloway,2015-18,0.54,,
C&L05c,Dumfries & Galloway,2016-19,0.47,,
C&L05c,Dumfries & Galloway,2017-20,0.51,,
C&L05c,Dumfries & Galloway,2018-21,0.54,,
C&L05c,Dumfries & Galloway,2019-22,0.62,,
C&L05c,Dumfries & Galloway,2020-23,0.56,,
C&L05c,Dumfries & Galloway,2021-24,0.54,,
C&L05c,Dundee City,2010-14,0.79,,
C&L05c,Dundee City,2012-15,0.83,,
C&L05c,Dundee City,2013-16,0.84,,
C&L05c,Dundee City,2014-17,0.83,,
C&L05c,Dundee City,2015-18,0.8,,
C&L05c,Dundee City,2016-19,0.78,,
C&L05c,Dundee City,2017-20,0.79,,
C&L05c,Dundee City,2018-21,0.82,,
C&L05c,Dundee City,2019-22,0.85,,
C&L05c,Dundee City,2020-23,0.81,,
C&L05c,Dundee City,2021-24,0.76,,
C&L05c,East Ayrshire,2010-14,0.74,,
C&L05c,East Ayrshire,2012-15,0.76,,
C&L05c,East Ayrshire,2013-16,0.73,,
C&L05c,East Ayrshire,2014-17,0.73,,
C&L05c,East Ayrshire,2015-18,0.72,,
C&L05c,East Ayrshire,2016-19,0.76,,
C&L05c,East Ayrshire,2017-20,0.71,,
C&L05c,East Ayrshire,2018-21,0.69,,
C&L05c,East Ayrshire,2019-22,0.7,,
C&L05c,East Ayrshire,2020-23,0.71,,
C&L05c,East Ayrshire,2021-24,0.71,,
C&L05c,East Dunbartonshire,2010-14,0.78,,
C&L05c,East Dunbartonshire,2012-15,0.75,,
C&L05c,East Dunbartonshire,2013-16,0.7,,
C&L05c,East Dunbartonshire,2014-17,0.62,,
C&L05c,East Dunbartonshire,2015-18,0.54,,
C&L05c,East Dunbartonshire,2016-19,0.52,,
C&L05c,East Dunbartonshire,2017-20,0.58,,
C&L05c,East Dunbartonshire,2018-21,0.63,,
C&L05c,East Dunbartonshire,2019-22,0.67,,
C&L05c,East Dunbartonshire,2020-23,0.7,,
C&L05c,East Dunbartonshire,2021-24,0.71,,
C&L05c,East Lothian,2010-14,0.78,,
C&L05c,East Lothian,2012-15,0.81,,
C&L05c,East Lothian,2013-16,0.72,,
C&L05c,East Lothian,2014-17,0.63,,
C&L05c,East Lothian,2015-18,0.62,,
C&L05c,East Lothian,2016-19,0.61,,
C&L05c,East Lothian,2017-20,0.64,,
C&L05c,East Lothian,2018-21,0.72,,
C&L05c,East Lothian,2019-22,0.79,,
C&L05c,East Lothian,2020-23,0.78,,
C&L05c,East Lothian,2021-24,0.75,,
C&L05c,East Renfrewshire,2010-14,0.77,,
C&L05c,East Renfrewshire,2012-15,0.76,,
C&L05c,East Renfrewshire,2013-16,0.68,,
C&L05c,East Renfrewshire,2014-17,0.55,,
C&L05c,East Renfrewshire,2015-18,0.47,,
C&L05c,East Renfrewshire,2016-19,0.46,,
C&L05c,East Renfrewshire,2017-20,0.51,,
C&L05c,East Renfrewshire,2018-21,0.6,,
C&L05c,East Renfrewshire,2019-22,0.59,,
C&L05c,East Renfrewshire,2020-23,0.56,,
C&L05c,East Renfrewshire,2021-24,0.6,,
C&L05c,Edinburgh City,2010-14,0.93,,
C&L05c,Edinburgh City,2012-15,0.93,,
C&L05c,Edinburgh City,2013-16,0.91,,
C&L05c,Edinburgh City,2014-17,0.9,,
C&L05c,Edinburgh City,2015-18,0.87,,
C&L05c,Edinburgh City,2016-19,0.87,,
C&L05c,Edinburgh City,2017-20,0.86,,
C&L05c,Edinburgh City,2018-21,0.89,,
C&L05c,Edinburgh City,2019-22,0.89,,
C&L05c,Edinburgh City,2020-23,0.88,,
C&L05c,Edinburgh City,2021-24,0.83,,
C&L05c,Eilean Siar,2010-14,0.78,,
C&L05c,Eilean Siar,2012-15,0.71,,
C&L05c,Eilean Siar,2013-16,0.65,,
C&L05c,Eilean Siar,2014-17,0.66,,
C&L05c,Eilean Siar,2015-18,0.61,,
C&L05c,Eilean Siar,2016-19,0.54,,
C&L05c,Eilean Siar,2017-20,0.43,,
C&L05c,Eilean Siar,2018-21,0.57,,
C&L05c,Eilean Siar,2019-22,0.69,,
C&L05c,Eilean Siar,2020-23,0.79,,
C&L05c,Eilean Siar,2021-24,0.76,,
C&L05c,Falkirk,2010-14,0.62,,
C&L05c,Falkirk,2012-15,0.71,,
C&L05c,Falkirk,2013-16,0.76,,
C&L05c,Falkirk,2014-17,0.67,,
C&L05c,Falkirk,2015-18,0.59,,
C&L05c,Falkirk,2016-19,0.53,,
C&L05c,Falkirk,2017-20,0.59,,
C&L05c,Falkirk,2018-21,0.56,,
C&L05c,Falkirk,2019-22,0.56,,
C&L05c,Falkirk,2020-23,0.53,,
C&L05c,Falkirk,2021-24,0.56,,
C&L05c,Fife,2010-14,0.66,,
C&L05c,Fife,2012-15,0.63,,
C&L05c,Fife,2013-16,0.63,,
C&L05c,Fife,2014-17,0.64,,
C&L05c,Fife,2015-18,0.65,,
C&L05c,Fife,2016-19,0.64,,
C&L05c,Fife,2017-20,0.63,,
C&L05c,Fife,2018-21,0.68,,
C&L05c,Fife,2019-22,0.72,,
C&L05c,Fife,2020-23,0.73,,
C&L05c,Fife,2021-24,0.7,,
C&L05c,Glasgow City,2010-14,0.93,,
C&L05c,Glasgow City,2012-15,0.9,,
C&L05c,Glasgow City,2013-16,0.87,,
C&L05c,Glasgow City,2014-17,0.82,,
C&L05c,Glasgow City,2015-18,0.82,,
C&L05c,Glasgow City,2016-19,0.84,,
C&L05c,Glasgow City,2017-20,0.88,,
C&L05c,Glasgow City,2018-21,0.9,,
C&L05c,Glasgow City,2019-22,0.87,,
C&L05c,Glasgow City,2020-23,0.81,,
C&L05c,Glasgow City,2021-24,0.79,,
C&L05c,Highland,2010-14,0.67,,
C&L05c,Highland,2012-15,0.67,,
C&L05c,Highland,2013-16,0.63,,
C&L05c,Highland,2014-17,0.6,,
C&L05c,Highland,2015-18,0.59,,
C&L05c,Highland,2016-19,0.57,,
C&L05c,Highland,2017-20,0.53,,
C&L05c,Highland,2018-21,0.57,,
C&L05c,Highland,2019-22,0.62,,
C&L05c,Highland,2020-23,0.65,,
C&L05c,Highland,2021-24,0.63,,
C&L05c,Inverclyde,2010-14,0.8,,
C&L05c,Inverclyde,2012-15,0.82,,
C&L05c,Inverclyde,2013-16,0.82,,
C&L05c,Inverclyde,2014-17,0.8,,
C&L05c,Inverclyde,2015-18,0.73,,
C&L05c,Inverclyde,2016-19,0.67,,
C&L05c,Inverclyde,2017-20,0.55,,
C&L05c,Inverclyde,2018-21,0.6,,
C&L05c,Inverclyde,2019-22,0.6,,
C&L05c,Inverclyde,2020-23,0.63,,
C&L05c,Inverclyde,2021-24,0.62,,
C&L05c,Midlothian,2010-14,0.7,,
C&L05c,Midlothian,2012-15,0.68,,
C&L05c,Midlothian,2013-16,0.59,,
C&L05c,Midlothian,2014-17,0.58,,
C&L05c,Midlothian,2015-18,0.6,,
C&L05c,Midlothian,2016-19,0.62,,
C&L05c,Midlothian,2017-20,0.54,,
C&L05c,Midlothian,2018-21,0.57,,
C&L05c,Midlothian,2019-22,0.59,,
C&L05c,Midlothian,2020-23,0.58,,
C&L05c,Midlothian,2021-24,0.5,,
C&L05c,Moray,2010-14,0.59,,
C&L05c,Moray,2012-15,0.59,,
C&L05c,Moray,2013-16,0.53,,
C&L05c,Moray,2014-17,0.51,,
C&L05c,Moray,2015-18,0.5,,
C&L05c,Moray,2016-19,0.58,,
C&L05c,Moray,2017-20,0.6,,
C&L05c,Moray,2018-21,0.64,,
C&L05c,Moray,2019-22,0.62,,
C&L05c,Moray,2020-23,0.58,,
C&L05c,Moray,2021-24,0.57,,
C&L05c,North Ayrshire,2010-14,0.82,,
C&L05c,North Ayrshire,2012-15,0.86,,
C&L05c,North Ayrshire,2013-16,0.77,,
C&L05c,North Ayrshire,2014-17,0.74,,
C&L05c,North Ayrshire,2015-18,0.71,,
C&L05c,North Ayrshire,2016-19,0.66,,
C&L05c,North Ayrshire,2017-20,0.6,,
C&L05c,North Ayrshire,2018-21,0.59,,
C&L05c,North Ayrshire,2019-22,0.63,,
C&L05c,North Ayrshire,2020-23,0.63,,
C&L05c,North Ayrshire,2021-24,0.63,,
C&L05c,North Lanarkshire,2010-14,0.75,,
C&L05c,North Lanarkshire,2012-15,0.78,,
C&L05c,North Lanarkshire,2013-16,0.73,,
C&L05c,North Lanarkshire,2014-17,0.75,,
C&L05c,North Lanarkshire,2015-18,0.72,,
C&L05c,North Lanarkshire,2016-19,0.71,,
C&L05c,North Lanarkshire,2017-20,0.66,,
C&L05c,North Lanarkshire,2018-21,0.7,,
C&L05c,North Lanarkshire,2019-22,0.73,,
C&L05c,North Lanarkshire,2020-23,0.74,,
C&L05c,North Lanarkshire,2021-24,0.62,,
C&L05c,Orkney Islands,2010-14,0.88,,
C&L05c,Orkney Islands,2012-15,0.93,,
C&L05c,Orkney Islands,2013-16,0.94,,
C&L05c,Orkney Islands,2014-17,0.93,,
C&L05c,Orkney Islands,2015-18,0.9,,
C&L05c,Orkney Islands,2016-19,0.86,,
C&L05c,Orkney Islands,2017-20,0.86,,
C&L05c,Orkney Islands,2018-21,0.84,,
C&L05c,Orkney Islands,2019-22,0.85,,
C&L05c,Orkney Islands,2020-23,0.85,,
C&L05c,Orkney Islands,2021-24,0.84,,
C&L05c,Perth & Kinross,2010-14,0.78,,
C&L05c,Perth & Kinross,2012-15,0.8,,
C&L05c,Perth & Kinross,2013-16,0.8,,
C&L05c,Perth & Kinross,2014-17,0.81,,
C&L05c,Perth & Kinross,2015-18,0.79,,
C&L05c,Perth & Kinross,2016-19,0.77,,
C&L05c,Perth & Kinross,2017-20,0.74,,
C&L05c,Perth & Kinross,2018-21,0.72,,
C&L05c,Perth & Kinross,2019-22,0.73,,
C&L05c,Perth & Kinross,2020-23,0.72,,
C&L05c,Perth & Kinross,2021-24,0.69,,
C&L05c,Renfrewshire,2010-14,0.79,,
C&L05c,Renfrewshire,2012-15,0.81,,
C&L05c,Renfrewshire,2013-16,0.79,,
C&L05c,Renfrewshire,2014-17,0.77,,
C&L05c,Renfrewshire,2015-18,0.76,,
C&L05c,Renfrewshire,2016-19,0.75,,
C&L05c,Renfrewshire,2017-20,0.69,,
C&L05c,Renfrewshire,2018-21,0.64,,
C&L05c,Renfrewshire,2019-22,0.58,,
C&L05c,Renfrewshire,2020-23,0.55,,
C&L05c,Renfrewshire,2021-24,0.56,,
C&L05c,Scottish Borders,2010-14,0.63,,
C&L05c,Scottish Borders,2012-15,0.58,,
C&L05c,Scottish Borders,2013-16,0.52,,
C&L05c,Scottish Borders,2014-17,0.46,,
C&L05c,Scottish Borders,2015-18,0.41,,
C&L05c,Scottish Borders,2016-19,0.42,,
C&L05c,Scottish Borders,2017-20,0.46,,
C&L05c,Scottish Borders,2018-21,0.54,,
C&L05c,Scottish Borders,2019-22,0.58,,
C&L05c,Scottish Borders,2020-23,0.52,,
C&L05c,Scottish Borders,2021-24,0.52,,
C&L05c,Shetland Islands,2010-14,0.96,,
C&L05c,Shetland Islands,2012-15,0.95,,
C&L05c,Shetland Islands,2013-16,0.93,,
C&L05c,Shetland Islands,2014-17,0.92,,
C&L05c,Shetland Islands,2015-18,0.9,,
C&L05c,Shetland Islands,2016-19,0.91,,
C&L05c,Shetland Islands,2017-20,0.9,,
C&L05c,Shetland Islands,2018-21,0.93,,
C&L05c,Shetland Islands,2019-22,0.92,,
C&L05c,Shetland Islands,2020-23,0.92,,
C&L05c,Shetland Islands,2021-24,0.87,,
C&L05c,South Ayrshire,2010-14,0.66,,
C&L05c,South Ayrshire,2012-15,0.73,,
C&L05c,South Ayrshire,2013-16,0.8,,
C&L05c,South Ayrshire,2014-17,0.8,,
C&L05c,South Ayrshire,2015-18,0.82,,
C&L05c,South Ayrshire,2016-19,0.78,,
C&L05c,South Ayrshire,2017-20,0.76,,
C&L05c,South Ayrshire,2018-21,0.69,,
C&L05c,South Ayrshire,2019-22,0.65,,
C&L05c,South Ayrshire,2020-23,0.58,,
