Code,LocalAuthority,Year,Indicator,Numerator,Denominator
CHN12f,Orkney Islands,2023-24,1190,,
CHN12f,Orkney Islands,2024-25,789,,
CHN12f,Perth & Kinross,2011-12,1082,,
CHN12f,Perth & Kinross,2012-13,1104,,
CHN12f,Perth & Kinross,2013-14,1059,,
CHN12f,Perth & Kinross,2014-15,1146,,
CHN12f,Perth & Kinross,2015-16,1135,,
CHN12f,Perth & Kinross,2016-17,1127,,
CHN12f,Perth & Kinross,2017-18,1171,,
CHN12f,Perth & Kinross,2018-19,1158,,
CHN12f,Perth & Kinross,2019-20,1215,,
CHN12f,Perth & Kinross,2020-21,1286,,
CHN12f,Perth & Kinross,2021-22,1365,,
CHN12f,Perth & Kinross,2022-23,1071,,
CHN12f,Perth & Kinross,2023-24,1054,,
CHN12f,Perth & Kinross,2024-25,1149,,
CHN12f,Renfrewshire,2011-12,1083,,
CHN12f,Renfrewshire,2012-13,1122,,
CHN12f,Renfrewshire,2013-14,1144,,
CHN12f,Renfrewshire,2014-15,1232,,
CHN12f,Renfrewshire,2015-16,1162,,
CHN12f,Renfrewshire,2016-17,1226,,
CHN12f,Renfrewshire,2017-18,1275,,
CHN12f,Renfrewshire,2018-19,1217,,
CHN12f,Renfrewshire,2019-20,1308,,
CHN12f,Renfrewshire,2020-21,1378,,
CHN12f,Renfrewshire,2021-22,1383,,
CHN12f,Renfrewshire,2022-23,1235,,
CHN12f,Renfrewshire,2023-24,1288,,
CHN12f,Renfrewshire,2024-25,1258,,
CHN12f,Scottish Borders,2011-12,928,,
CHN12f,Scottish Borders,2012-13,1157,,
CHN12f,Scottish Borders,2013-14,1083,,
CHN12f,Scottish Borders,2014-15,1222,,
CHN12f,Scottish Borders,2015-16,1121,,
CHN12f,Scottish Borders,2016-17,1202,,
CHN12f,Scottish Borders,2017-18,1121,,
CHN12f,Scottish Borders,2018-19,1133,,
CHN12f,Scottish Borders,2019-20,1169,,
CHN12f,Scottish Borders,2020-21,1360,,
CHN12f,Scottish Borders,2021-22,1275,,
CHN12f,Scottish Borders,2022-23,1237,,
CHN12f,Scottish Borders,2023-24,1208,,
CHN12f,Scottish Borders,2024-25,1258,,
CHN12f,Shetland Islands,2011-12,1114,,
CHN12f,Shetland Islands,2012-13,1141,,
CHN12f,Shetland Islands,2013-14,1037,,
CHN12f,Shetland Islands,2014-15,849,,
CHN12f,Shetland Islands,2015-16,1126,,
CHN12f,Shetland Islands,2016-17,610,,
CHN12f,Shetland Islands,2017-18,314,,
CHN12f,South Ayrshire,2011-12,1185,,
CHN12f,South Ayrshire,2012-13,1152,,
CHN12f,South Ayrshire,2013-14,1185,,
CHN12f,South Ayrshire,2014-15,1328,,
CHN12f,South Ayrshire,2015-16,1200,,
CHN12f,South Ayrshire,2016-17,1298,,
CHN12f,South Ayrshire,2017-18,1284,,
CHN12f,South Ayrshire,2018-19,1211,,
CHN12f,South Ayrshire,2019-20,1229,,
CHN12f,South Ayrshire,2020-21,1375,,
CHN12f,South Ayrshire,2021-22,1321,,
CHN12f,South Ayrshire,2022-23,1283,,
CHN12f,South Ayrshire,2023-24,1250,,
CHN12f,South Ayrshire,2024-25,1185,,
CHN12f,South Lanarkshire,2011-12,1071,,
CHN12f,South Lanarkshire,2012-13,1095,,
CHN12f,South Lanarkshire,2013-14,1141,,
CHN12f,South Lanarkshire,2014-15,1172,,
CHN12f,South Lanarkshire,2015-16,1164,,
CHN12f,South Lanarkshire,2016-17,1186,,
CHN12f,South Lanarkshire,2017-18,1222,,
CHN12f,South Lanarkshire,2018-19,1200,,
CHN12f,South Lanarkshire,2019-20,1270,,
CHN12f,South Lanarkshire,2020-21,1366,,
CHN12f,South Lanarkshire,2021-22,1315,,
CHN12f,South Lanarkshire,2022-23,1296,,
CHN12f,South Lanarkshire,2023-24,1257,,
CHN12f,South Lanarkshire,2024-25,1238,,
CHN12f,Stirling,2011-12,1148,,
CHN12f,Stirling,2012-13,1246,,
CHN12f,Stirling,2013-14,1291,,
CHN12f,Stirling,2014-15,1320,,
CHN12f,Stirling,2015-16,1294,,
CHN12f,Stirling,2016-17,1350,,
CHN12f,Stirling,2017-18,1378,,
CHN12f,Stirling,2018-19,1216,,
CHN12f,Stirling,2019-20,1408,,
CHN12f,Stirling,2020-21,1363,,
CHN12f,Stirling,2021-22,1328,,
CHN12f,Stirling,2022-23,1263,,
CHN12f,Stirling,2023-24,1302,,
CHN12f,Stirling,2024-25,1300,,
CHN12f,West Dunbartonshire,2011-12,963,,
CHN12f,West Dunbartonshire,2012-13,994,,
CHN12f,West Dunbartonshire,2013-14,1060,,
CHN12f,West Dunbartonshire,2014-15,1211,,
CHN12f,West Dunbartonshire,2015-16,1042,,
CHN12f,West Dunbartonshire,2016-17,1142,,
CHN12f,West Dunbartonshire,2017-18,1185,,
CHN12f,West Dunbartonshire,2018-19,1144,,
CHN12f,West Dunbartonshire,2019-20,1194,,
CHN12f,West Dunbartonshire,2020-21,1305,,
CHN12f,West Dunbartonshire,2021-22,1134,,
CHN12f,West Dunbartonshire,2022-23,1105,,
CHN12f,West Dunbartonshire,2023-24,1051,,
CHN12f,West Dunbartonshire,2024-25,1032,,
CHN12f,West Lothian,2011-12,1128,,
CHN12f,West Lothian,2012-13,1180,,
CHN12f,West Lothian,2013-14,1263,,
CHN12f,West Lothian,2014-15,1199,,
CHN12f,West Lothian,2015-16,1260,,
CHN12f,West Lothian,2016-17,1281,,
CHN12f,West Lothian,2017-18,1232,,
CHN12f,West Lothian,2018-19,1230,,
CHN12f,West Lothian,2019-20,1304,,
CHN12f,West Lothian,2020-21,1389,,
CHN12f,West Lothian,2021-22,1359,,
CHN12f,West Lothian,2022-23,1323,,
CHN12f,West Lothian,2023-24,1369,,
CHN12f,West Lothian,2024-25,1343,,
CHN13a,Aberdeen City,2018-19,0.71246603261000008,,
CHN13a,Aberdeen City,2020-21,0.63300000000000001,,
CHN13a,Aberdeen City,2021-22,0.68899999999999995,,
CHN13a,Aberdeen City,2022-23,0.71299999999999997,,
CHN13a,Aberdeen City,2023-24,0.73199999999999998,,
CHN13a,Aberdeen City,2024-25,0.71199999999999997,,
CHN13a,Aberdeenshire,2018-19,0.70515746234999999,,
CHN13a,Aberdeenshire,2020-21,0.66400000000000003,,
CHN13a,Aberdeenshire,2021-22,0.67500000000000004,,
CHN13a,Aberdeenshire,2022-23,0.69599999999999995,,
CHN13a,Aberdeenshire,2023-24,0.71299999999999997,,
CHN13a,Aberdeenshire,2024-25,0.70599999999999996,,
CHN13a,Angus,2018-19,0.75806451612999992,,
CHN13a,Angus,2020-21,0.72199999999999998,,
CHN13a,Angus,2021-22,0.751,,
CHN13a,Angus,2022-23,0.76200000000000001,,
CHN13a,Angus,2023-24,0.78200000000000003,,
CHN13a,Angus,2024-25,0.78800000000000003,,
CHN13a,Argyll & Bute,2018-19,0.71784232364999989,,
CHN13a,Argyll & Bute,2020-21,0.58599999999999997,,
CHN13a,Argyll & Bute,2021-22,0.624,,
CHN13a,Argyll & Bute,2022-23,0.67700000000000005,,
CHN13a,Argyll & Bute,2023-24,0.72199999999999998,,
CHN13a,Argyll & Bute,2024-25,0.72499999999999998,,
CHN13a,Clackmannanshire,2018-19,0.71153846153999989,,
CHN13a,Clackmannanshire,2020-21,0.59599999999999997,,
CHN13a,Clackmannanshire,2021-22,0.63300000000000001,,
CHN13a,Clackmannanshire,2022-23,0.69599999999999995,,
CHN13a,Clackmannanshire,2023-24,0.74,,
CHN13a,Clackmannanshire,2024-25,0.72199999999999998,,
CHN13a,Dumfries & Galloway,2018-19,0.69244365885999992,,
CHN13a,Dumfries & Galloway,2020-21,0.59,,
CHN13a,Dumfries & Galloway,2021-22,0.625,,
CHN13a,Dumfries & Galloway,2022-23,0.64500000000000002,,
CHN13a,Dumfries & Galloway,2023-24,0.71,,
CHN13a,Dumfries & Galloway,2024-25,0.72099999999999997,,
CHN13a,Dundee City,2018-19,0.71805183199,,
CHN13a,Dundee City,2020-21,0.68,,
CHN13a,Dundee City,2021-22,0.7,,
CHN13a,Dundee City,2022-23,0.72399999999999998,,
CHN13a,Dundee City,2023-24,0.73799999999999999,,
CHN13a,Dundee City,2024-25,0.73899999999999999,,
CHN13a,East Ayrshire,2018-19,0.64990883041999992,,
CHN13a,East Ayrshire,2020-21,0.52400000000000002,,
CHN13a,East Ayrshire,2021-22,0.66800000000000004,,
CHN13a,East Ayrshire,2022-23,0.68200000000000005,,
CHN13a,East Ayrshire,2023-24,0.71,,
CHN13a,East Ayrshire,2024-25,0.77,,
CHN13a,East Dunbartonshire,2018-19,0.84272540983999999,,
CHN13a,East Dunbartonshire,2020-21,0.80300000000000005,,
CHN13a,East Dunbartonshire,2021-22,0.81499999999999995,,
CHN13a,East Dunbartonshire,2022-23,0.82799999999999996,,
CHN13a,East Dunbartonshire,2023-24,0.82599999999999996,,
CHN13a,East Dunbartonshire,2024-25,0.83,,
CHN13a,East Lothian,2018-19,0.69905277401999999,,
CHN13a,East Lothian,2020-21,0.60699999999999998,,
CHN13a,East Lothian,2021-22,0.628,,
CHN13a,East Lothian,2022-23,0.66300000000000003,,
CHN13a,East Lothian,2023-24,0.69799999999999995,,
CHN13a,East Lothian,2024-25,0.745,,
CHN13a,East Renfrewshire,2018-19,0.86577181207999998,,
CHN13a,East Renfrewshire,2020-21,0.86199999999999999,,
CHN13a,East Renfrewshire,2021-22,0.85799999999999998,,
CHN13a,East Renfrewshire,2022-23,0.876,,
CHN13a,East Renfrewshire,2023-24,0.89400000000000002,,
CHN13a,East Renfrewshire,2024-25,0.89,,
CHN13a,Edinburgh City,2018-19,0.77098999922,,
CHN13a,Edinburgh City,2020-21,0.73799999999999999,,
CHN13a,Edinburgh City,2021-22,0.77,,
CHN13a,Edinburgh City,2022-23,0.77300000000000002,,
CHN13a,Edinburgh City,2023-24,0.78200000000000003,,
CHN13a,Edinburgh City,2024-25,0.80400000000000005,,
CHN13a,Eilean Siar,2018-19,0.67409948541999998,,
CHN13a,Eilean Siar,2020-21,0.64500000000000002,,
CHN13a,Eilean Siar,2021-22,0.74099999999999999,,
CHN13a,Eilean Siar,2022-23,0.78400000000000003,,
CHN13a,Eilean Siar,2023-24,0.78500000000000003,,
CHN13a,Eilean Siar,2024-25,0.80100000000000005,,
CHN13a,Falkirk,2018-19,0.72033426184000005,,
CHN13a,Falkirk,2020-21,0.70199999999999996,,
CHN13a,Falkirk,2021-22,0.74,,
CHN13a,Falkirk,2022-23,0.76300000000000001,,
CHN13a,Falkirk,2023-24,0.77700000000000002,,
CHN13a,Falkirk,2024-25,0.79100000000000004,,
CHN13a,Fife,2018-19,0.74210611979000007,,
CHN13a,Fife,2020-21,0.64600000000000002,,
CHN13a,Fife,2021-22,0.68400000000000005,,
CHN13a,Fife,2022-23,0.70299999999999996,,
CHN13a,Fife,2023-24,0.71099999999999997,,
CHN13a,Fife,2024-25,0.72,,
CHN13a,Glasgow City,2018-19,0.68937503626999996,,
CHN13a,Glasgow City,2020-21,0.65500000000000003,,
CHN13a,Glasgow City,2021-22,0.68300000000000005,,
CHN13a,Glasgow City,2022-23,0.69599999999999995,,
CHN13a,Glasgow City,2023-24,0.68300000000000005,,
CHN13a,Glasgow City,2024-25,0.68500000000000005,,
CHN13a,Highland,2018-19,0.57888040712,,
CHN13a,Highland,2020-21,0.495,,
CHN13a,Highland,2021-22,0.59299999999999997,,
CHN13a,Highland,2022-23,0.64800000000000002,,
CHN13a,Highland,2023-24,0.68700000000000006,,
CHN13a,Highland,2024-25,0.69,,
CHN13a,Inverclyde,2018-19,0.75748101831000003,,
CHN13a,Inverclyde,2020-21,0.67900000000000005,,
CHN13a,Inverclyde,2021-22,0.73699999999999999,,
CHN13a,Inverclyde,2022-23,0.76400000000000001,,
CHN13a,Inverclyde,2023-24,0.76500000000000001,,
CHN13a,Inverclyde,2024-25,0.77300000000000002,,
CHN13a,Midlothian,2018-19,0.72757677106000007,,
CHN13a,Midlothian,2020-21,0.65800000000000003,,
CHN13a,Midlothian,2021-22,0.68200000000000005,,
CHN13a,Midlothian,2022-23,0.71599999999999997,,
CHN13a,Midlothian,2023-24,0.71799999999999997,,
CHN13a,Midlothian,2024-25,0.76600000000000001,,
CHN13a,Moray,2018-19,0.64748677248999997,,
CHN13a,Moray,2020-21,0.63900000000000001,,
CHN13a,Moray,2021-22,0.65100000000000002,,
CHN13a,Moray,2022-23,0.67900000000000005,,
CHN13a,Moray,2023-24,0.70599999999999996,,
CHN13a,Moray,2024-25,0.72699999999999998,,
CHN13a,North Ayrshire,2018-19,0.73847558192999996,,
CHN13a,North Ayrshire,2020-21,0.58599999999999997,,
CHN13a,North Ayrshire,2021-22,0.67300000000000004,,
CHN13a,North Ayrshire,2022-23,0.68500000000000005,,
CHN13a,North Ayrshire,2023-24,0.68600000000000005,,
CHN13a,North Ayrshire,2024-25,0.68200000000000005,,
CHN13a,North Lanarkshire,2018-19,0.71133662936999997,,
CHN13a,North Lanarkshire,2020-21,0.68600000000000005,,
CHN13a,North Lanarkshire,2021-22,0.72199999999999998,,
CHN13a,North Lanarkshire,2022-23,0.755,,
CHN13a,North Lanarkshire,2023-24,0.75,,
CHN13a,North Lanarkshire,2024-25,0.747,,
CHN13a,Orkney Islands,2018-19,0.61262553801999997,,
CHN13a,Orkney Islands,2020-21,0.68400000000000005,,
CHN13a,Orkney Islands,2021-22,0.71899999999999997,,
CHN13a,Orkney Islands,2022-23,0.77700000000000002,,
CHN13a,Orkney Islands,2023-24,0.80400000000000005,,
CHN13a,Orkney Islands,2024-25,0.81200000000000006,,
CHN13a,Perth & Kinross,2018-19,0.65802413947000005,,
CHN13a,Perth & Kinross,2020-21,0.64700000000000002,,
CHN13a,Perth & Kinross,2021-22,0.68,,
CHN13a,Perth & Kinross,2022-23,0.70799999999999996,,
CHN13a,Perth & Kinross,2023-24,0.72699999999999998,,
CHN13a,Perth & Kinross,2024-25,0.75,,
CHN13a,Renfrewshire,2018-19,0.76063075833000005,,
CHN13a,Renfrewshire,2020-21,0.69599999999999995,,
CHN13a,Renfrewshire,2021-22,0.71899999999999997,,
CHN13a,Renfrewshire,2022-23,0.73799999999999999,,
CHN13a,Renfrewshire,2023-24,0.76200000000000001,,
CHN13a,Renfrewshire,2024-25,0.77400000000000002,,
CHN13a,Scottish Borders,2018-19,0.74864324479,,
CHN13a,Scottish Borders,2020-21,0.66300000000000003,,
CHN13a,Scottish Borders,2021-22,0.68899999999999995,,
CHN13a,Scottish Borders,2022-23,0.72,,
CHN13a,Scottish Borders,2023-24,0.73299999999999998,,
CHN13a,Scottish Borders,2024-25,0.73,,
CHN13a,Shetland Islands,2018-19,0.63730569948000004,,
CHN13a,Shetland Islands,2020-21,0.59599999999999997,,
CHN13a,Shetland Islands,2021-22,0.66700000000000004,,
CHN13a,Shetland Islands,2022-23,0.68,,
CHN13a,Shetland Islands,2023-24,0.70699999999999996,,
CHN13a,Shetland Islands,2024-25,0.70499999999999996,,
CHN13a,South Ayrshire,2018-19,0.79677517492999994,,
CHN13a,South Ayrshire,2020-21,0.68300000000000005,,
CHN13a,South Ayrshire,2021-22,0.71,,
CHN13a,South Ayrshire,2022-23,0.76600000000000001,,
CHN13a,South Ayrshire,2023-24,0.79200000000000004,,
CHN13a,South Ayrshire,2024-25,0.79100000000000004,,
CHN13a,South Lanarkshire,2018-19,0.71686118227999995,,
CHN13a,South Lanarkshire,2020-21,0.70199999999999996,,
CHN13a,South Lanarkshire,2021-22,0.71299999999999997,,
CHN13a,South Lanarkshire,2022-23,0.73499999999999999,,
CHN13a,South Lanarkshire,2023-24,0.746,,
CHN13a,South Lanarkshire,2024-25,0.73199999999999998,,
CHN13a,Stirling,2018-19,0.79047277937000004,,
CHN13a,Stirling,2020-21,0.73599999999999999,,
CHN13a,Stirling,2021-22,0.76600000000000001,,
CHN13a,Stirling,2022-23,0.76400000000000001,,
CHN13a,Stirling,2023-24,0.77600000000000002,,
CHN13a,Stirling,2024-25,0.76700000000000002,,
CHN13a,West Dunbartonshire,2018-19,0.68201534867999991,,
CHN13a,West Dunbartonshire,2020-21,0.624,,
CHN13a,West Dunbartonshire,2021-22,0.71399999999999997,,
CHN13a,West Dunbartonshire,2022-23,0.73499999999999999,,
CHN13a,West Dunbartonshire,2023-24,0.72299999999999998,,
CHN13a,West Dunbartonshire,2024-25,0.72099999999999997,,
CHN13a,West Lothian,2018-19,0.79082623636999994,,
CHN13a,West Lothian,2020-21,0.76200000000000001,,
CHN13a,West Lothian,2021-22,0.78800000000000003,,
CHN13a,West Lothian,2022-23,0.79200000000000004,,
CHN13a,West Lothian,2023-24,0.79600000000000004,,
CHN13a,West Lothian,2024-25,0.79100000000000004,,
CHN13b,Aberdeen City,2018-19,0.77536477774000001,,
CHN13b,Aberdeen City,2020-21,0.71799999999999997,,
CHN13b,Aberdeen City,2021-22,0.77200000000000002,,
CHN13b,Aberdeen City,2022-23,0.77700000000000002,,
CHN13b,Aberdeen City,2023-24,0.79,,
CHN13b,Aberdeen City,2024-25,0.78300000000000003,,
CHN13b,Aberdeenshire,2018-19,0.79899612137999998,,
CHN13b,Aberdeenshire,2020-21,0.76500000000000001,,
CHN13b,Aberdeenshire,2021-22,0.77300000000000002,,
CHN13b,Aberdeenshire,2022-23,0.80500000000000005,,
CHN13b,Aberdeenshire,2023-24,0.81200000000000006,,
CHN13b,Aberdeenshire,2024-25,0.79400000000000004,,
CHN13b,Angus,2018-19,0.81173982020000002,,
CHN13b,Angus,2020-21,0.78400000000000003,,
CHN13b,Angus,2021-22,0.81799999999999995,,
CHN13b,Angus,2022-23,0.81599999999999995,,
CHN13b,Angus,2023-24,0.82899999999999996,,
CHN13b,Angus,2024-25,0.83399999999999996,,
CHN13b,Argyll & Bute,2018-19,0.80236348817999992,,
CHN13b,Argyll & Bute,2020-21,0.69,,
CHN13b,Argyll & Bute,2021-22,0.72699999999999998,,
CHN13b,Argyll & Bute,2022-23,0.76400000000000001,,
CHN13b,Argyll & Bute,2023-24,0.80100000000000005,,
CHN13b,Argyll & Bute,2024-25,0.79900000000000004,,
CHN13b,Clackmannanshire,2018-19,0.76806526806999997,,
CHN13b,Clackmannanshire,2020-21,0.68600000000000005,,
CHN13b,Clackmannanshire,2021-22,0.71699999999999997,,
CHN13b,Clackmannanshire,2022-23,0.72399999999999998,,
CHN13b,Clackmannanshire,2023-24,0.77300000000000002,,
CHN13b,Clackmannanshire,2024-25,0.753,,
CHN13b,Dumfries & Galloway,2018-19,0.76839779005999997,,
CHN13b,Dumfries & Galloway,2020-21,0.69199999999999995,,
CHN13b,Dumfries & Galloway,2021-22,0.71799999999999997,,
CHN13b,Dumfries & Galloway,2022-23,0.73699999999999999,,
CHN13b,Dumfries & Galloway,2023-24,0.77100000000000002,,
CHN13b,Dumfries & Galloway,2024-25,0.77800000000000002,,
CHN13b,Dundee City,2018-19,0.77680965146999992,,
CHN13b,Dundee City,2020-21,0.76800000000000002,,
CHN13b,Dundee City,2021-22,0.76700000000000002,,
CHN13b,Dundee City,2022-23,0.78900000000000003,,
CHN13b,Dundee City,2023-24,0.8,,
CHN13b,Dundee City,2024-25,0.79600000000000004,,
CHN13b,East Ayrshire,2018-19,0.72462259239999993,,
CHN13b,East Ayrshire,2020-21,0.61699999999999999,,
CHN13b,East Ayrshire,2021-22,0.754,,
CHN13b,East Ayrshire,2022-23,0.77500000000000002,,
CHN13b,East Ayrshire,2023-24,0.78500000000000003,,
CHN13b,East Ayrshire,2024-25,0.81499999999999995,,
CHN13b,East Dunbartonshire,2018-19,0.88973966309000008,,
CHN13b,East Dunbartonshire,2020-21,0.85599999999999998,,
CHN13b,East Dunbartonshire,2021-22,0.86099999999999999,,
CHN13b,East Dunbartonshire,2022-23,0.873,,
CHN13b,East Dunbartonshire,2023-24,0.878,,
CHN13b,East Dunbartonshire,2024-25,0.878,,
CHN13b,East Lothian,2018-19,0.76854358418999991,,
CHN13b,East Lothian,2020-21,0.68799999999999994,,
CHN13b,East Lothian,2021-22,0.72399999999999998,,
CHN13b,East Lothian,2022-23,0.73799999999999999,,
CHN13b,East Lothian,2023-24,0.753,,
CHN13b,East Lothian,2024-25,0.79300000000000004,,
CHN13b,East Renfrewshire,2018-19,0.90653740988999998,,
CHN13b,East Renfrewshire,2020-21,0.89900000000000002,,
CHN13b,East Renfrewshire,2021-22,0.89600000000000002,,
CHN13b,East Renfrewshire,2022-23,0.91200000000000003,,
CHN13b,East Renfrewshire,2023-24,0.92100000000000004,,
CHN13b,East Renfrewshire,2024-25,0.92500000000000004,,
CHN13b,Edinburgh City,2018-19,0.83180380967000001,,
CHN13b,Edinburgh City,2020-21,0.80400000000000005,,
CHN13b,Edinburgh City,2021-22,0.83,,
CHN13b,Edinburgh City,2022-23,0.83699999999999997,,
CHN13b,Edinburgh City,2023-24,0.84099999999999997,,
CHN13b,Edinburgh City,2024-25,0.84299999999999997,,
CHN13b,Eilean Siar,2018-19,0.70596797671,,
CHN13b,Eilean Siar,2020-21,0.71199999999999997,,
CHN13b,Eilean Siar,2021-22,0.78700000000000003,,
CHN13b,Eilean Siar,2022-23,0.82199999999999995,,
CHN13b,Eilean Siar,2023-24,0.78700000000000003,,
CHN13b,Eilean Siar,2024-25,0.81,,
CHN13b,Falkirk,2018-19,0.79294336118999997,,
CHN13b,Falkirk,2020-21,0.77700000000000002,,
CHN13b,Falkirk,2021-22,0.80800000000000005,,
CHN13b,Falkirk,2022-23,0.82599999999999996,,
CHN13b,Falkirk,2023-24,0.82599999999999996,,
CHN13b,Falkirk,2024-25,0.83399999999999996,,
CHN13b,Fife,2018-19,0.8017578125,,
CHN13b,Fife,2020-21,0.71299999999999997,,
CHN13b,Fife,2021-22,0.748,,
CHN13b,Fife,2022-23,0.77,,
CHN13b,Fife,2023-24,0.77300000000000002,,
CHN13b,Fife,2024-25,0.77400000000000002,,
CHN13b,Glasgow City,2018-19,0.77074437391999995,,
CHN13b,Glasgow City,2020-21,0.73399999999999999,,
CHN13b,Glasgow City,2021-22,0.75800000000000001,,
CHN13b,Glasgow City,2022-23,0.76300000000000001,,
CHN13b,Glasgow City,2023-24,0.752,,
CHN13b,Glasgow City,2024-25,0.753,,
CHN13b,Highland,2018-19,0.67388287538000002,,
CHN13b,Highland,2020-21,0.60099999999999998,,
CHN13b,Highland,2021-22,0.68799999999999994,,
CHN13b,Highland,2022-23,0.72199999999999998,,
CHN13b,Highland,2023-24,0.74399999999999999,,
CHN13b,Highland,2024-25,0.745,,
CHN13b,Inverclyde,2018-19,0.82240071396999992,,
CHN13b,Inverclyde,2020-21,0.745,,
CHN13b,Inverclyde,2021-22,0.80200000000000005,,
CHN13b,Inverclyde,2022-23,0.83299999999999996,,
CHN13b,Inverclyde,2023-24,0.81699999999999995,,
CHN13b,Inverclyde,2024-25,0.82299999999999995,,
CHN13b,Midlothian,2018-19,0.77774399513999992,,
CHN13b,Midlothian,2020-21,0.72799999999999998,,
CHN13b,Midlothian,2021-22,0.76100000000000001,,
CHN13b,Midlothian,2022-23,0.76800000000000002,,
CHN13b,Midlothian,2023-24,0.76800000000000002,,
CHN13b,Midlothian,2024-25,0.80200000000000005,,
CHN13b,Moray,2018-19,0.69894249835,,
CHN13b,Moray,2020-21,0.67800000000000005,,
CHN13b,Moray,2021-22,0.71799999999999997,,
CHN13b,Moray,2022-23,0.755,,
CHN13b,Moray,2023-24,0.76500000000000001,,
CHN13b,Moray,2024-25,0.76900000000000002,,
CHN13b,North Ayrshire,2018-19,0.79443303672999999,,
CHN13b,North Ayrshire,2020-21,0.67400000000000004,,
CHN13b,North Ayrshire,2021-22,0.755,,
CHN13b,North Ayrshire,2022-23,0.75900000000000001,,
CHN13b,North Ayrshire,2023-24,0.76200000000000001,,
CHN13b,North Ayrshire,2024-25,0.73899999999999999,,
CHN13b,North Lanarkshire,2018-19,0.78700736249000003,,
CHN13b,North Lanarkshire,2020-21,0.76100000000000001,,
CHN13b,North Lanarkshire,2021-22,0.79400000000000004,,
CHN13b,North Lanarkshire,2022-23,0.81299999999999994,,
CHN13b,North Lanarkshire,2023-24,0.81200000000000006,,
CHN13b,North Lanarkshire,2024-25,0.80400000000000005,,
CHN13b,Orkney Islands,2018-19,0.72349570201000002,,
CHN13b,Orkney Islands,2020-21,0.752,,
CHN13b,Orkney Islands,2021-22,0.78600000000000003,,
CHN13b,Orkney Islands,2022-23,0.85499999999999998,,
CHN13b,Orkney Islands,2023-24,0.85499999999999998,,
CHN13b,Orkney Islands,2024-25,0.87,,
CHN13b,Perth & Kinross,2018-19,0.72282972551000002,,
CHN13b,Perth & Kinross,2020-21,0.72399999999999998,,
CHN13b,Perth & Kinross,2021-22,0.75900000000000001,,
CHN13b,Perth & Kinross,2022-23,0.77100000000000002,,
CHN13b,Perth & Kinross,2023-24,0.78800000000000003,,
CHN13b,Perth & Kinross,2024-25,0.81200000000000006,,
CHN13b,Renfrewshire,2018-19,0.83664068037000006,,
CHN13b,Renfrewshire,2020-21,0.80200000000000005,,
CHN13b,Renfrewshire,2021-22,0.81399999999999995,,
CHN13b,Renfrewshire,2022-23,0.82899999999999996,,
CHN13b,Renfrewshire,2023-24,0.83699999999999997,,
CHN13b,Renfrewshire,2024-25,0.84899999999999998,,
CHN13b,Scottish Borders,2018-19,0.79548700370999992,,
CHN13b,Scottish Borders,2020-21,0.74199999999999999,,
CHN13b,Scottish Borders,2021-22,0.76600000000000001,,
CHN13b,Scottish Borders,2022-23,0.77,,
CHN13b,Scottish Borders,2023-24,0.81200000000000006,,
CHN13b,Scottish Borders,2024-25,0.79800000000000004,,
CHN13b,Shetland Islands,2018-19,0.69728331177000002,,
CHN13b,Shetland Islands,2020-21,0.68899999999999995,,
CHN13b,Shetland Islands,2021-22,0.73199999999999998,,
CHN13b,Shetland Islands,2022-23,0.72,,
CHN13b,Shetland Islands,2023-24,0.77900000000000003,,
CHN13b,Shetland Islands,2024-25,0.76800000000000002,,
CHN13b,South Ayrshire,2018-19,0.84088834804000001,,
CHN13b,South Ayrshire,2020-21,0.77200000000000002,,
CHN13b,South Ayrshire,2021-22,0.80200000000000005,,
CHN13b,South Ayrshire,2022-23,0.82899999999999996,,
CHN13b,South Ayrshire,2023-24,0.85199999999999998,,
CHN13b,South Ayrshire,2024-25,0.84899999999999998,,
CHN13b,South Lanarkshire,2018-19,0.79230114441999999,,
CHN13b,South Lanarkshire,2020-21,0.77900000000000003,,
CHN13b,South Lanarkshire,2021-22,0.79100000000000004,,
CHN13b,South Lanarkshire,2022-23,0.81599999999999995,,
CHN13b,South Lanarkshire,2023-24,0.81499999999999995,,
CHN13b,South Lanarkshire,2024-25,0.80200000000000005,,
CHN13b,Stirling,2018-19,0.83398786148000004,,
CHN13b,Stirling,2020-21,0.80100000000000005,,
CHN13b,Stirling,2021-22,0.82099999999999995,,
CHN13b,Stirling,2022-23,0.82699999999999996,,
CHN13b,Stirling,2023-24,0.83799999999999997,,
CHN13b,Stirling,2024-25,0.81299999999999994,,
CHN13b,West Dunbartonshire,2018-19,0.76242909576000006,,
CHN13b,West Dunbartonshire,2020-21,0.71799999999999997,,
CHN13b,West Dunbartonshire,2021-22,0.78200000000000003,,
CHN13b,West Dunbartonshire,2022-23,0.80200000000000005,,
CHN13b,West Dunbartonshire,2023-24,0.79400000000000004,,
CHN13b,West Dunbartonshire,2024-25,0.79,,
CHN13b,West Lothian,2018-19,0.8413267593,,
CHN13b,West Lothian,2020-21,0.82199999999999995,,
CHN13b,West Lothian,2021-22,0.83699999999999997,,
CHN13b,West Lothian,2022-23,0.84699999999999998,,
CHN13b,West Lothian,2023-24,0.85,,
CHN13b,West Lothian,2024-25,0.84599999999999997,,
CHN14a,Aberdeen City,2018-19,24.108634801000001,,
CHN14a,Aberdeen City,2020-21,30.930693606999991,,
