Code,LocalAuthority,Year,Indicator,Numerator,Denominator
CORP10,Fife,2022-23,0.822723609991942,5105,6205
CORP10,Fife,2023-24,0.858928571428571,4810,5600
CORP10,Fife,2024-25,0.976217440543601,4310,4415
CORP10,Glasgow City,2018-19,0.867765567765568,11845,13650
CORP10,Glasgow City,2019-20,0.539259259259259,9100,16875
CORP10,Glasgow City,2020-21,0.534008683068017,9225,17275
CORP10,Glasgow City,2021-22,0.749721603563474,13465,17960
CORP10,Glasgow City,2022-23,0.892607392607393,17870,20020
CORP10,Glasgow City,2023-24,0.519193051274867,9265,17845
CORP10,Glasgow City,2024-25,0.833715220949264,12735,15275
CORP10,Highland,2018-19,0.989664082687339,1915,1935
CORP10,Highland,2019-20,0.990147783251232,2010,2030
CORP10,Highland,2020-21,0.992771084337349,2060,2075
CORP10,Highland,2021-22,0.976699029126214,2515,2575
CORP10,Highland,2022-23,0.979508196721312,2390,2440
CORP10,Highland,2023-24,0.984234234234234,2185,2220
CORP10,Highland,2024-25,0.992700729927007,2040,2055
CORP10,Inverclyde,2018-19,0.993527508090615,1535,1545
CORP10,Inverclyde,2019-20,0.996732026143791,1525,1530
CORP10,Inverclyde,2020-21,1,1430,1430
CORP10,Inverclyde,2021-22,0.996268656716418,1335,1340
CORP10,Inverclyde,2022-23,0.995967741935484,1235,1240
CORP10,Inverclyde,2023-24,1,1125,1125
CORP10,Inverclyde,2024-25,0.995555555555556,1120,1125
CORP10,Midlothian,2018-19,1,945,945
CORP10,Midlothian,2019-20,1,920,920
CORP10,Midlothian,2020-21,1,1160,1160
CORP10,Midlothian,2021-22,0.990566037735849,1050,1060
CORP10,Midlothian,2022-23,,,
CORP10,Midlothian,2023-24,0.991561181434599,1175,1185
CORP10,Midlothian,2024-25,1,1265,1265
CORP10,Moray,2018-19,0.916666666666667,605,660
CORP10,Moray,2019-20,0.848484848484849,560,660
CORP10,Moray,2020-21,0.908496732026144,695,765
CORP10,Moray,2021-22,0.955414012738854,750,785
CORP10,Moray,2022-23,0.893048128342246,835,935
CORP10,Moray,2023-24,0.981132075471698,780,795
CORP10,Moray,2024-25,0.99236641221374,650,655
CORP10,North Ayrshire,2018-19,0.989228007181329,2755,2785
CORP10,North Ayrshire,2019-20,0.994652406417112,2790,2805
CORP10,North Ayrshire,2020-21,0.991853360488798,2435,2455
CORP10,North Ayrshire,2021-22,0.996168582375479,2600,2610
CORP10,North Ayrshire,2022-23,0.992138364779874,3155,3180
CORP10,North Ayrshire,2023-24,0.991097922848665,3340,3370
CORP10,North Ayrshire,2024-25,0.99184339314845,3040,3065
CORP10,North Lanarkshire,2018-19,0.951100244498778,3890,4090
CORP10,North Lanarkshire,2019-20,0.98884239888424,3545,3585
CORP10,North Lanarkshire,2020-21,0.881278538812785,3860,4380
CORP10,North Lanarkshire,2021-22,0.902970297029703,4560,5050
CORP10,North Lanarkshire,2022-23,,,
CORP10,North Lanarkshire,2023-24,0.912361623616236,4945,5420
CORP10,North Lanarkshire,2024-25,0.909417040358744,5070,5575
CORP10,Orkney Islands,2018-19,0.6875,55,80
CORP10,Orkney Islands,2019-20,0.875,70,80
CORP10,Orkney Islands,2020-21,0.923076923076923,120,130
CORP10,Orkney Islands,2021-22,1,115,115
CORP10,Orkney Islands,2022-23,1,140,140
CORP10,Orkney Islands,2023-24,1,120,120
CORP10,Orkney Islands,2024-25,0.966666666666667,145,150
CORP10,Perth & Kinross,2018-19,0.937728937728938,1280,1365
CORP10,Perth & Kinross,2019-20,0.945652173913043,1305,1380
CORP10,Perth & Kinross,2020-21,0.952054794520548,1390,1460
CORP10,Perth & Kinross,2021-22,0.927335640138408,1340,1445
CORP10,Perth & Kinross,2022-23,0.956989247311828,1335,1395
CORP10,Perth & Kinross,2023-24,0.935153583617747,1370,1465
CORP10,Perth & Kinross,2024-25,0.942598187311178,1560,1655
CORP10,Renfrewshire,2018-19,0.845588235294118,1725,2040
CORP10,Renfrewshire,2019-20,0.910514541387025,2035,2235
CORP10,Renfrewshire,2020-21,0.932659932659933,2770,2970
CORP10,Renfrewshire,2021-22,0.922480620155039,2975,3225
CORP10,Renfrewshire,2022-23,0.905956112852665,2890,3190
CORP10,Renfrewshire,2023-24,0.866449511400652,2660,3070
CORP10,Renfrewshire,2024-25,0.920212765957447,2595,2820
CORP10,Scottish Borders,2018-19,0.956521739130435,770,805
CORP10,Scottish Borders,2019-20,0.956284153005464,875,915
CORP10,Scottish Borders,2020-21,0.931818181818182,820,880
CORP10,Scottish Borders,2021-22,0.88961038961039,685,770
CORP10,Scottish Borders,2022-23,0.913705583756345,900,985
CORP10,Scottish Borders,2023-24,0.950920245398773,775,815
CORP10,Scottish Borders,2024-25,0.93953488372093,1010,1075
CORP10,Shetland Islands,2018-19,0.708333333333333,85,120
CORP10,Shetland Islands,2019-20,0.782608695652174,90,115
CORP10,Shetland Islands,2020-21,0.684210526315789,65,95
CORP10,Shetland Islands,2021-22,0.708333333333333,85,120
CORP10,Shetland Islands,2022-23,0.652173913043478,75,115
CORP10,Shetland Islands,2023-24,0.947368421052632,90,95
CORP10,Shetland Islands,2024-25,0.947368421052632,90,95
CORP10,South Ayrshire,2018-19,0.886075949367089,1050,1185
CORP10,South Ayrshire,2019-20,0.923387096774194,1145,1240
CORP10,South Ayrshire,2020-21,0.956521739130435,1100,1150
CORP10,South Ayrshire,2021-22,0.87962962962963,950,1080
CORP10,South Ayrshire,2022-23,0.876325088339223,1240,1415
CORP10,South Ayrshire,2023-24,0.933098591549296,1325,1420
CORP10,South Ayrshire,2024-25,0.959558823529412,1305,1360
CORP10,South Lanarkshire,2018-19,0.961770623742455,4780,4970
CORP10,South Lanarkshire,2019-20,0.963201471941122,5235,5435
CORP10,South Lanarkshire,2020-21,0.98390989541432,6115,6215
CORP10,South Lanarkshire,2021-22,0.974317817014446,6070,6230
CORP10,South Lanarkshire,2022-23,0.975389663658737,5945,6095
CORP10,South Lanarkshire,2023-24,0.963070942662779,4955,5145
CORP10,South Lanarkshire,2024-25,0.991026919242273,4970,5015
CORP10,Stirling,2018-19,0.8,900,1125
CORP10,Stirling,2019-20,0.902222222222222,1015,1125
CORP10,Stirling,2020-21,0.893382352941177,1215,1360
CORP10,Stirling,2021-22,0.770833333333333,1110,1440
CORP10,Stirling,2022-23,0.45819397993311,685,1495
CORP10,Stirling,2023-24,0.834459459459459,1235,1480
CORP10,Stirling,2024-25,0.835820895522388,1120,1340
CORP10,West Dunbartonshire,2018-19,0.847345132743363,1915,2260
CORP10,West Dunbartonshire,2019-20,0.876068376068376,2050,2340
CORP10,West Dunbartonshire,2020-21,0.915644171779141,2985,3260
CORP10,West Dunbartonshire,2021-22,0.75564681724846,1840,2435
CORP10,West Dunbartonshire,2022-23,0.779527559055118,1980,2540
CORP10,West Dunbartonshire,2023-24,0.829357798165138,2260,2725
CORP10,West Dunbartonshire,2024-25,0.844628099173554,2555,3025
CORP10,West Lothian,2018-19,0.747514910536779,1880,2515
CORP10,West Lothian,2019-20,0.702608695652174,2020,2875
CORP10,West Lothian,2020-21,0.927272727272727,2550,2750
CORP10,West Lothian,2021-22,0.772727272727273,2125,2750
CORP10,West Lothian,2022-23,0.715350223546945,2400,3355
CORP10,West Lothian,2023-24,0.964163822525597,2825,2930
CORP10,West Lothian,2024-25,0.991561181434599,2350,2370
CORP11,Aberdeen City,2013-14,0.853970868186713,768438,899841
CORP11,Aberdeen City,2014-15,1.00117624926787,1032457,1031244
CORP11,Aberdeen City,2015-16,1.01434031123276,912745,899841
CORP11,Aberdeen City,2016-17,1.02363241364328,942356,920600
CORP11,Aberdeen City,2017-18,0.968596736040446,876674,905097
CORP11,Aberdeen City,2018-19,0.967515546054136,892923,922903
CORP11,Aberdeen City,2019-20,0.999479695692291,923978,924459
CORP11,Aberdeen City,2020-21,1.01729398752287,1585648,1558692
CORP11,Aberdeen City,2021-22,1.29818756421452,1381034,1063817
CORP11,Aberdeen City,2022-23,1.4177703971322,1614435,1138714
CORP11,Aberdeen City,2023-24,1.27714823132174,1358652,1063817
CORP11,Aberdeen City,2024-25,1.1853679767438,1587817,1339514
CORP11,Aberdeenshire,2013-14,0.484144727640483,224999,464735
CORP11,Aberdeenshire,2014-15,0.667300712165582,470094,704471
CORP11,Aberdeenshire,2015-16,0.730486674524254,510692,699112
CORP11,Aberdeenshire,2016-17,1.16923157720513,734689,628352
CORP11,Aberdeenshire,2017-18,0.665613740600388,392569,589785
CORP11,Aberdeenshire,2018-19,0.643953184852825,607376,943199
CORP11,Aberdeenshire,2019-20,0.71175026922597,769975,1081805
CORP11,Aberdeenshire,2020-21,0.590096030853007,950794,1611253
CORP11,Aberdeenshire,2021-22,0.918942948051256,1430490,1556669
CORP11,Aberdeenshire,2022-23,1.39895327620851,1514262,1082425
CORP11,Aberdeenshire,2023-24,0.994294870292822,891098,896211
CORP11,Aberdeenshire,2024-25,1.50884590457812,1343324,890299
CORP11,Angus,2013-14,0.822003908645552,344478,419071
CORP11,Angus,2014-15,0.92248371361898,455397,493664
CORP11,Angus,2015-16,0.975641647971522,446198,457338
CORP11,Angus,2016-17,1.00040597489134,453414,453230
CORP11,Angus,2017-18,0.898011110389572,456345,508173
CORP11,Angus,2018-19,0.994621955582816,622697,626064
CORP11,Angus,2019-20,0.993452261410932,573822,577604
CORP11,Angus,2020-21,0.603332901825279,605885,1004230
CORP11,Angus,2021-22,0.701219830360093,725691,1034898
CORP11,Angus,2022-23,0.865036987175017,855865,989397
CORP11,Angus,2023-24,0.994795630135043,771275,775310
CORP11,Angus,2024-25,1.273224845559,954459,749639
CORP11,Argyll & Bute,2013-14,0.881213112994957,328481,372760
CORP11,Argyll & Bute,2014-15,1.05198554571635,438719,417039
CORP11,Argyll & Bute,2015-16,0.910950745788175,339566,372760
CORP11,Argyll & Bute,2016-17,1.00694526246255,435964,432957
CORP11,Argyll & Bute,2017-18,0.93671419289891,393597,420189
CORP11,Argyll & Bute,2018-19,0.952528517273688,443242,465332
CORP11,Argyll & Bute,2019-20,0.944126901460408,435082,460830
CORP11,Argyll & Bute,2020-21,0.810215010952148,641017,791169
CORP11,Argyll & Bute,2021-22,0.917373525290013,558386,608679
CORP11,Argyll & Bute,2022-23,1.27744778407991,686480,537384
CORP11,Argyll & Bute,2023-24,1.30838751044104,599931,458527
CORP11,Argyll & Bute,2024-25,1.2633518752976,684527,541834
CORP11,Clackmannanshire,2013-14,0.59489944282892,214397,360392
CORP11,Clackmannanshire,2014-15,0.882500933080826,446887,506387
CORP11,Clackmannanshire,2015-16,0.756313528240595,317570,419892
CORP11,Clackmannanshire,2016-17,1.13878105111772,508353,446401
CORP11,Clackmannanshire,2017-18,0.868829349048235,307543,353974
CORP11,Clackmannanshire,2018-19,0.796876292824429,327454,410922
CORP11,Clackmannanshire,2019-20,1.14174033395839,511454,447960
CORP11,Clackmannanshire,2020-21,0.948422332961463,602748,635527
CORP11,Clackmannanshire,2021-22,1.08352088138645,464591,428779
CORP11,Clackmannanshire,2022-23,1.26817645671149,537580,423900
CORP11,Clackmannanshire,2023-24,1.17005555555556,463342,396000
CORP11,Clackmannanshire,2024-25,1.32505565906385,591000,446019
CORP11,Dumfries & Galloway,2013-14,0.897034354507194,559065,623237
CORP11,Dumfries & Galloway,2014-15,0.890565878538105,612183,687409
CORP11,Dumfries & Galloway,2015-16,0.935760376712868,653594,698463
CORP11,Dumfries & Galloway,2016-17,0.990453810288512,689548,696194
CORP11,Dumfries & Galloway,2017-18,1.02398241888875,785586,767187
CORP11,Dumfries & Galloway,2018-19,1.22887598908123,1066947,868230
CORP11,Dumfries & Galloway,2019-20,1.24684473008304,1082548,868230
CORP11,Dumfries & Galloway,2020-21,1.00667031403006,1523517,1513422
CORP11,Dumfries & Galloway,2021-22,1.62376503935239,1503181,925738
CORP11,Dumfries & Galloway,2022-23,1.68848462342632,1673268,990988
CORP11,Dumfries & Galloway,2023-24,1.51116514607805,1398943,925738
CORP11,Dumfries & Galloway,2024-25,1.03926974272636,1382738,1330490
CORP11,Dundee City,2013-14,0.950837063465997,1270924,1336637
CORP11,Dundee City,2014-15,1.13739508681855,1595026,1402350
CORP11,Dundee City,2015-16,1.04443764462603,1396034,1336637
CORP11,Dundee City,2016-17,1.03355290770052,1452917,1405750
CORP11,Dundee City,2017-18,1.07926886806811,1418237,1314072
CORP11,Dundee City,2018-19,1.19338533783138,1447543,1212972
CORP11,Dundee City,2019-20,1.15208512644974,1397447,1212972
CORP11,Dundee City,2020-21,0.813308151683964,1719527,2114238
CORP11,Dundee City,2021-22,1.28580454278389,2208134,1717317
CORP11,Dundee City,2022-23,1.29598930330196,1834815,1415764
CORP11,Dundee City,2023-24,1.28971137285027,1705780,1322606
CORP11,Dundee City,2024-25,1.04638060243275,1974606,1887082
CORP11,East Ayrshire,2013-14,0.957425267584511,886099,925502
CORP11,East Ayrshire,2014-15,0.962385934366596,928611,964905
CORP11,East Ayrshire,2015-16,0.891278399993346,857228,961796
CORP11,East Ayrshire,2016-17,0.900669720920473,927135,1029384
CORP11,East Ayrshire,2017-18,0.911315099216179,949193,1041564
CORP11,East Ayrshire,2018-19,0.945049509238292,982000,1039099
CORP11,East Ayrshire,2019-20,0.935687189438828,939269,1003828
CORP11,East Ayrshire,2020-21,0.710625486373378,1218167,1714218
CORP11,East Ayrshire,2021-22,0.859574297964772,1290062,1500815
CORP11,East Ayrshire,2022-23,1.07565541616499,1384745,1287350
CORP11,East Ayrshire,2023-24,1.38324024348006,1389830,1004764
CORP11,East Ayrshire,2024-25,1.05376449856806,1499764,1423244
CORP11,East Dunbartonshire,2013-14,0.725614951828155,244398,336815
CORP11,East Dunbartonshire,2014-15,0.976632683490513,419202,429232
CORP11,East Dunbartonshire,2015-16,0.849168937133302,294530,346845
CORP11,East Dunbartonshire,2016-17,0.950263958046536,380346,400253
CORP11,East Dunbartonshire,2017-18,1.09629800605371,417968,381254
CORP11,East Dunbartonshire,2018-19,1.07242194626999,403221,375991
CORP11,East Dunbartonshire,2019-20,1.0164498618318,382176,375991
CORP11,East Dunbartonshire,2020-21,0.905314289636029,593601,655685
CORP11,East Dunbartonshire,2021-22,1.2268239701619,590755,481532
CORP11,East Dunbartonshire,2022-23,1.39121942310648,624645,448991
CORP11,East Dunbartonshire,2023-24,1.50121826781866,629683,419448
CORP11,East Dunbartonshire,2024-25,1.24165652513448,626448,504526
CORP11,East Lothian,2013-14,0.935867342493555,365211,390238
CORP11,East Lothian,2014-15,0.948705043767233,393964,415265
CORP11,East Lothian,2015-16,0.976665581307194,401935,411538
CORP11,East Lothian,2016-17,1.00183507365482,417642,416877
CORP11,East Lothian,2017-18,0.989814546635421,451106,455748
CORP11,East Lothian,2018-19,1.00604890171969,508438,505381
CORP11,East Lothian,2019-20,1.02885740646805,515188,500738
CORP11,East Lothian,2020-21,0.937656246238914,818031,872421
CORP11,East Lothian,2021-22,1.47941809734263,939969,635364
CORP11,East Lothian,2022-23,1.9095730225782,1187531,621883
CORP11,East Lothian,2023-24,1.100088816367,639123,580974
CORP11,East Lothian,2024-25,1.19610502310194,866974,724831
CORP11,East Renfrewshire,2013-14,0.461295988275389,118977,257919
CORP11,East Renfrewshire,2014-15,0.78087541985733,309899,396861
CORP11,East Renfrewshire,2015-16,0.888155624693735,306308,344881
CORP11,East Renfrewshire,2016-17,1.04015751407907,291086,279848
CORP11,East Renfrewshire,2017-18,0.999933709676294,286599,286618
CORP11,East Renfrewshire,2018-19,0.967621081589807,320778,331512
CORP11,East Renfrewshire,2019-20,0.974525605886169,333508,342226
CORP11,East Renfrewshire,2020-21,0.620833255204649,364205,586639
CORP11,East Renfrewshire,2021-22,0.989433509967197,564642,570672
CORP11,East Renfrewshire,2022-23,1.29898912071181,492287,378977
CORP11,East Renfrewshire,2023-24,1.38623121609708,482737,348237
CORP11,East Renfrewshire,2024-25,0.750236144620013,520237,693431
CORP11,Edinburgh City,2013-14,0.829615455644195,1814890,2187628
CORP11,Edinburgh City,2014-15,0.830426587448826,2126196,2560366
CORP11,Edinburgh City,2015-16,0.847661032619599,2222396,2621798
CORP11,Edinburgh City,2016-17,0.960352743939755,2385255,2483728
CORP11,Edinburgh City,2017-18,1.01501679025092,2316247,2281979
CORP11,Edinburgh City,2018-19,1.08890579791258,2500070,2295947
CORP11,Edinburgh City,2019-20,1.12241005563282,2576994,2295947
CORP11,Edinburgh City,2020-21,1.20668687766994,4827702,4000791
CORP11,Edinburgh City,2021-22,1.67384763778257,4046838,2417686
CORP11,Edinburgh City,2022-23,1.75131696546736,4532333,2587957
CORP11,Edinburgh City,2023-24,1.76038327557838,4256054,2417686
CORP11,Edinburgh City,2024-25,1.32485037247683,3609686,2724599
CORP11,Eilean Siar,2013-14,0.631278277005191,30278,47963
CORP11,Eilean Siar,2014-15,0.786314891542774,51620,65648
CORP11,Eilean Siar,2015-16,0.784436450452485,48628,61991
CORP11,Eilean Siar,2016-17,0.697693257213393,54261,77772
CORP11,Eilean Siar,2017-18,0.414356906881684,51800,125013
CORP11,Eilean Siar,2018-19,0.385754919332276,82729,214460
CORP11,Eilean Siar,2019-20,0.342741905941138,93561,272978
CORP11,Eilean Siar,2020-21,0.217331819432005,92451,425391
CORP11,Eilean Siar,2021-22,0.287842009113244,137079,476230
CORP11,Eilean Siar,2022-23,0.266435606775862,131223,492513
CORP11,Eilean Siar,2023-24,0.249165148905726,125724,504581
CORP11,Eilean Siar,2024-25,5.49149105588682,593103,108004
CORP11,Falkirk,2013-14,0.703992791720826,653180,927822
CORP11,Falkirk,2014-15,0.904447035420603,1087565,1202464
CORP11,Falkirk,2015-16,0.844399412690451,880473,1042721
CORP11,Falkirk,2016-17,0.867343377074234,919410,1060030
CORP11,Falkirk,2017-18,0.82443005363865,865950,1050362
CORP11,Falkirk,2018-19,0.847495348375093,938296,1107140
CORP11,Falkirk,2019-20,0.662703880275419,723389,1091572
CORP11,Falkirk,2020-21,0.430613577353869,850802,1975790
CORP11,Falkirk,2021-22,0.568889845933282,1196773,2103699
CORP11,Falkirk,2022-23,0.70975384892447,1387265,1954572
CORP11,Falkirk,2023-24,0.672212742671819,1039253,1546018
CORP11,Falkirk,2024-25,2.13160449298707,1991654,934345
CORP11,Fife,2013-14,0.602595816220814,1120824,1859993
CORP11,Fife,2014-15,0.959358054634532,2493527,2599162
CORP11,Fife,2015-16,1.02668307533267,2018077,1965628
CORP11,Fife,2016-17,0.949681497005492,1834344,1931536
CORP11,Fife,2017-18,0.863550979446159,1899079,2199151
CORP11,Fife,2018-19,0.971254588161348,2497114,2571019
CORP11,Fife,2019-20,1.28159590387969,3005154,2344853
CORP11,Fife,2020-21,0.85099864286671,3367291,3956870
CORP11,Fife,2021-22,1.24318196311517,3723463,2995107
CORP11,Fife,2022-23,1.69241338546135,4357868,2574943
CORP11,Fife,2023-24,1.9012125404485,4573420,2405528
CORP11,Fife,2024-25,0.727974115416493,3591528,4933593
CORP11,Glasgow City,2013-14,0.963352318499036,7438155,7721116
CORP11,Glasgow City,2014-15,0.990879148214091,7931073,8004077
CORP11,Glasgow City,2015-16,0.993561428358814,7743937,7794120
CORP11,Glasgow City,2016-17,1.0189060409682,7642156,7500354
CORP11,Glasgow City,2017-18,1.00304667840126,6833092,6812337
CORP11,Glasgow City,2018-19,1.15155507063639,7038718,6112359
CORP11,Glasgow City,2019-20,1.3831443800994,8454275,6112359
CORP11,Glasgow City,2020-21,0.929012854205563,9895556,10651689
CORP11,Glasgow City,2021-22,1.46667674577016,10632412,7249322
CORP11,Glasgow City,2022-23,1.49482341336469,10389809,6950526
CORP11,Glasgow City,2023-24,1.39399931220237,9051501,6493189
CORP11,Glasgow City,2024-25,1.07482529717331,9694189,9019316
CORP11,Highland,2013-14,0.891227754651399,713582,800673
CORP11,Highland,2014-15,1.00456652894238,891818,887764
CORP11,Highland,2015-16,0.862794174400785,690816,800673
CORP11,Highland,2016-17,0.835298246539383,823503,985879
CORP11,Highland,2017-18,0.821434046057902,948491,1154677
CORP11,Highland,2018-19,0.715252452841975,938884,1312661
CORP11,Highland,2019-20,0.634927025938827,939852,1480252
CORP11,Highland,2020-21,0.416296679716453,1027839,2469006
CORP11,Highland,2021-22,0.622437988030003,1670547,2683877
CORP11,Highland,2022-23,0.442004435652056,1055473,2387924
CORP11,Highland,2023-24,0.366714793088745,944350,2575162
CORP11,Highland,2024-25,3.05640170136965,3486523,1140728
CORP11,Inverclyde,2013-14,0.769419155619443,563628,732537
CORP11,Inverclyde,2014-15,0.865372967432325,780087,901446
CORP11,Inverclyde,2015-16,0.935115049139474,798491,853896
CORP11,Inverclyde,2016-17,0.940543709717478,693018,736827
CORP11,Inverclyde,2017-18,1.0968287110209,791125,721284
CORP11,Inverclyde,2018-19,1.15007041886182,771680,670985
CORP11,Inverclyde,2019-20,1.08029687697937,724863,670985
CORP11,Inverclyde,2020-21,0.857032596362666,1001578,1168658
CORP11,Inverclyde,2021-22,1.12913397763881,1042727,923475
CORP11,Inverclyde,2022-23,1.08603283369727,879313,809656
CORP11,Inverclyde,2023-24,0.992452356242439,750686,756395
CORP11,Inverclyde,2024-25,1.31299467332752,1134367,863954
CORP11,Midlothian,2013-14,0.78739184819561,303412,385338
CORP11,Midlothian,2014-15,0.879168949458978,410804,467264
CORP11,Midlothian,2015-16,1.02696701441153,453713,441799
CORP11,Midlothian,2016-17,0.959172218759192,355451,370581
CORP11,Midlothian,2017-18,0.870529816609552,396031,454931
CORP11,Midlothian,2018-19,0.830709278831776,455551,548388
CORP11,Midlothian,2019-20,0.831685055596102,484311,582325
CORP11,Midlothian,2020-21,0.676664432235165,643020,950279
CORP11,Midlothian,2021-22,0.96886355010841,809252,835259
CORP11,Midlothian,2022-23,1.06650826440583,773387,725158
CORP11,Midlothian,2023-24,1.38578409090909,731694,528000
CORP11,Midlothian,2024-25,0.913664501931102,788000,862461
CORP11,Moray,2013-14,0.969445929783502,375289,387117
CORP11,Moray,2014-15,0.833322889120054,332450,398945
CORP11,Moray,2015-16,0.853158646596651,387003,453612
CORP11,Moray,2016-17,0.88390047625734,383992,434429
CORP11,Moray,2017-18,0.870423085510159,374268,429984
CORP11,Moray,2018-19,0.827207977526332,370140,447457
CORP11,Moray,2019-20,0.842900025156804,395369,469058
CORP11,Moray,2020-21,0.642744217613276,485833,755873
CORP11,Moray,2021-22,0.989849788126645,703120,710330
CORP11,Moray,2022-23,1.23921771192918,590170,476244
CORP11,Moray,2023-24,1.11498330645711,490916,440290
CORP11,Moray,2024-25,1.67742775186043,657290,391844
CORP11,North Ayrshire,2013-14,0.863675500035563,922858,1068524
CORP11,North Ayrshire,2014-15,1.03849562259613,1260931,1214190
CORP11,North Ayrshire,2015-16,1.02691656902419,1097285,1068524
CORP11,North Ayrshire,2016-17,1.07788492825447,1205804,1118676
CORP11,North Ayrshire,2017-18,1.00366216188091,1157367,1153144
CORP11,North Ayrshire,2018-19,1.0222770027429,1203448,1177223
CORP11,North Ayrshire,2019-20,1.04918439412074,1235124,1177223
CORP11,North Ayrshire,2020-21,0.575751562896879,1180958,2051159
CORP11,North Ayrshire,2021-22,0.609749105024312,1293112,2120728
CORP11,North Ayrshire,2022-23,0.644825780947786,1415223,2194737
CORP11,North Ayrshire,2023-24,0.713343727189759,1452238,2035818
CORP11,North Ayrshire,2024-25,2.08781459660116,2452180,1174520
CORP11,North Lanarkshire,2013-14,0.783890739353738,2317192,2956014
CORP11,North Lanarkshire,2014-15,0.992182953547811,3566735,3594836
CORP11,North Lanarkshire,2015-16,0.982571382135072,2932106,2984115
CORP11,North Lanarkshire,2016-17,1.06675899563088,3145740,2948876
CORP11,North Lanarkshire,2017-18,1.12804447528,3129844,2774575
CORP11,North Lanarkshire,2018-19,1.00739510509558,2635537,2616190
CORP11,North Lanarkshire,2019-20,1.02024050240999,2669143,2616190
CORP11,North Lanarkshire,2020-21,0.661481324674157,3015399,4558555
CORP11,North Lanarkshire,2021-22,1.03184429467813,4440026,4303000
CORP11,North Lanarkshire,2022-23,1.61162540052629,4761125,2954238
CORP11,North Lanarkshire,2023-24,1.93647684434338,5344374,2759844
CORP11,North Lanarkshire,2024-25,1.19184516821676,4120844,3457533
CORP11,Orkney Islands,2013-14,0.732492897727273,41254,56320
CORP11,Orkney Islands,2014-15,0.667315720169221,47637,71386
CORP11,Orkney Islands,2015-16,0.960284254830209,76889,80069
CORP11,Orkney Islands,2016-17,1.01697294302336,55064,54145
CORP11,Orkney Islands,2017-18,0.966507485802788,59908,61984
CORP11,Orkney Islands,2018-19,0.994298958361084,74646,75074
CORP11,Orkney Islands,2019-20,0.859111770874474,63082,73427
CORP11,Orkney Islands,2020-21,0.715802564307688,98425,137503
CORP11,Orkney Islands,2021-22,0.701176373125673,84639,120710
CORP11,Orkney Islands,2022-23,0.704610075578993,86982,123447
CORP11,Orkney Islands,2023-24,0.880928389374836,104035,118097
CORP11,Orkney Islands,2024-25,1.29245921001248,135694,104989
CORP11,Perth & Kinross,2013-14,0.937482712792871,555856,592924
CORP11,Perth & Kinross,2014-15,1.08716142427205,684903,629992
CORP11,Perth & Kinross,2015-16,0.968660401670366,574342,592924
CORP11,Perth & Kinross,2016-17,0.91970455567095,593329,645130
CORP11,Perth & Kinross,2017-18,0.898090870702237,606135,674915
CORP11,Perth & Kinross,2018-19,0.865366684885702,592141,684266
CORP11,Perth & Kinross,2019-20,1.0151651119047,718342,707611
CORP11,Perth & Kinross,2020-21,1.02535040825802,1099797,1072606
CORP11,Perth & Kinross,2021-22,1.68639145674241,1101303,653053
CORP11,Perth & Kinross,2022-23,1.76518501246672,1233972,699061
CORP11,Perth & Kinross,2023-24,2.14935388092544,1403642,653053
CORP11,Perth & Kinross,2024-25,0.690158380969369,975053,1412796
CORP11,Renfrewshire,2013-14,1.0976370427303,1261028,1148857
CORP11,Renfrewshire,2014-15,1.08358916732021,1244889,1148857
CORP11,Renfrewshire,2015-16,1.08284494937142,1244034,1148857
CORP11,Renfrewshire,2016-17,1.01896430887385,1283786,1259893
CORP11,Renfrewshire,2017-18,0.986293315966655,1199453,1216122
CORP11,Renfrewshire,2018-19,1.05475292269552,1254251,1189142
CORP11,Renfrewshire,2019-20,1.08040185147121,1266742,1172473
CORP11,Renfrewshire,2020-21,0.797340901481584,1628926,2042948
CORP11,Renfrewshire,2021-22,1.00813125717914,1679835,1666286
CORP11,Renfrewshire,2022-23,1.30414886703539,1788052,1371049
CORP11,Renfrewshire,2023-24,1.45111014929759,1817173,1252264
CORP11,Renfrewshire,2024-25,1.03457390873126,1869264,1806796
CORP11,Scottish Borders,2013-14,0.92457698617872,375884,406547
CORP11,Scottish Borders,2014-15,0.764035589304911,334044,437210
CORP11,Scottish Borders,2015-16,0.780556901628956,397860,509713
CORP11,Scottish Borders,2016-17,0.854218702747505,457593,535686
CORP11,Scottish Borders,2017-18,0.647083148186773,356779,551365
CORP11,Scottish Borders,2018-19,0.645066124933228,478203,741324
CORP11,Scottish Borders,2019-20,0.690733819096905,559397,809859
CORP11,Scottish Borders,2020-21,0.602341567349354,724847,1203382
CORP11,Scottish Borders,2021-22,0.696170170401448,741227,1064721
CORP11,Scottish Borders,2022-23,1.02845250551292,986866,959564
CORP11,Scottish Borders,2023-24,1.40471523495142,823423,586185
CORP11,Scottish Borders,2024-25,1.29164108528047,875185,677576
CORP11,Shetland Islands,2013-14,0.55607476635514,33082,59492
CORP11,Shetland Islands,2014-15,0.478428907359549,41098,85902
CORP11,Shetland Islands,2015-16,0.525586077951963,54816,104295
CORP11,Shetland Islands,2016-17,0.621129559587153,58134,93594
CORP11,Shetland Islands,2017-18,0.965955183190372,87162,90234
CORP11,Shetland Islands,2018-19,1.15553560828712,79814,69071
CORP11,Shetland Islands,2019-20,1.28155398648444,84580,65998
CORP11,Shetland Islands,2020-21,0.614429177769484,70789,115211
